0,1,2,3,4,5,6,7,8,9,labels
2.8508287502374987,-6.8346669293319104,-3.9895369234946467,-1.510503536620499,-1.4181915363964122,6.598429783887098,-7.638539241859223,-0.6202590646658337,0.04124998230903354,-9.345837046269837,2
-2.178317390838293,9.847815089807247,2.6461431936566457,2.347226253788304,-5.651958198677978,-8.089750611967151,-7.1657553697983065,7.7425419248647485,1.3172883791057668,4.105682478263203,0
-1.7087880978250678,9.768577458011896,5.828792207702744,2.681473531141796,-6.5281789836096875,-5.809959354959519,-8.86484901588507,6.441648264270985,1.8592332709204118,3.41654891111446,0
2.3089909366055523,-6.556074058281019,-8.780862519866902,9.968901857993332,10.060085632918243,6.465823153353067,-3.457568982585939,-8.150916169310408,5.460151379483186,-2.67614614356574,3
-2.2587047727068734,9.360734337695297,3.9598541146496107,2.2054233811017356,-6.5865547178525885,-7.5944610113023145,-6.9725532454912535,7.797355836410491,0.830996737661527,4.818005164554739,0
-9.066461123488361,-0.6531796956317593,-8.883468318814868,8.95687163726287,-2.630950817711276,4.206149658193508,-3.8225670740980577,-0.4890753293864454,0.36991573414657375,-6.895613712446565,4
-10.976852667915162,7.797925938736176,5.431570123787957,-5.593755279630348,-7.256288171349872,-5.818295338700228,-3.880441392056684,-1.4733755807932964,-0.7061240429359954,-3.3646185504474513,1
2.592559602214827,-8.023247551064399,-9.536373865609901,6.870821630440585,7.888682549293581,6.346476132049699,-5.872260654635511,-9.527703444494037,3.6822916141103295,-1.7405570213010257,3
-2.0244648057582753,8.167929473207447,3.996329003910639,3.003130501521893,-7.214402523257811,-7.283758056517943,-9.793450335985364,7.747121981092164,4.084825154107321,3.0939186416666358,0
-8.375144838252977,-1.2501681214049603,-8.815594962715737,8.821508053173568,-4.424230762799164,1.236382412841877,-4.632663063095247,0.37167163327023783,1.4214237814960202,-5.535603526886972,4
-11.496117671961342,8.537812032460383,6.2352472825867915,-3.8655301290942865,-5.806947531324229,-7.667391372031215,-3.4291188513916087,-1.0521753562936083,-0.27840857327061186,-4.64654184785704,1
-1.723397464401918,9.439743689983287,3.672902693098888,1.925458327798752,-6.883229730241839,-8.038474282468488,-7.33492945486886,8.200885206074375,1.8013360610345117,4.18833739491544,0
3.2234388376015253,-5.1607573642174,-7.264658470942334,9.262465338452234,7.349351513652213,6.628771827733087,-2.859324728719046,-8.12762482530774,5.429244400318386,-0.33711656374051535,3
-3.67931064911211,7.212305690618302,5.1813415644328895,2.732324844243379,-7.456137591877989,-9.471151885420856,-9.384572204888492,7.71532692090125,0.5433886660900469,4.344811475700064,0
-1.7707310430573397,9.185654409388292,4.524230553839861,1.6720659883514433,-8.358149181518698,-7.599953801670655,-9.298966527595798,8.380645141717618,2.365918524432637,2.398411400558175,0
-8.071916058830379,10.00031536363237,6.72088967729218,-5.965426756335629,-7.315419115880223,-6.254429284412461,-3.657402600666495,-0.7466319428368671,-1.0269232099127876,-4.33067624486391,1
-7.943416968811399,-0.8585952462886942,-6.726254402011737,8.605458776329103,-4.211134823338518,4.388222467748303,-5.187128423530328,2.1536523326782477,-1.5747515916294827,-7.0716772995279795,4
1.6740205773849308,-4.912401656067299,-10.159469039712897,10.168971426698498,9.987777717898108,4.4519137140185325,-1.196930317492054,-8.110303005376288,2.8071765080875055,-2.60403731999199,3
1.770133634166962,-7.858982792266983,-8.867268563466052,9.57681407693026,8.104881268947835,6.9770597530606,-4.757445538010283,-8.529541645945162,4.215343653253186,-1.860386282427461,3
-9.948349382840934,8.670119945384565,7.022201375719834,-5.440839575967905,-5.170765490441573,-7.5897779588402114,-3.183774888234253,1.0855506938962207,-1.5032461640982313,-3.8367298781174712,1
-10.741642517289696,7.710852696129176,4.854960318140545,-7.108665289546766,-7.072521613488478,-4.378650665404756,-4.441034816704449,0.6728787389127886,-0.9606182406513565,-4.044352009823313,1
3.383088038589655,-7.987494271805069,-2.5983178447987427,-4.203224543869543,0.7510418154535181,5.330843643908298,-6.249223104658087,-1.6053214029107103,1.3934966598631569,-10.11079827662693,2
1.6982970571014941,-7.465069757362752,-3.9009364236013586,-1.47945212819904,-1.6503411302560629,5.205557381042431,-6.519058467479356,-0.516838821832309,1.5011048821285873,-8.300189525612074,2
3.042240939634013,-6.793873252899818,-8.989409622305558,9.421855916153923,10.128395148143257,6.770420398611584,-2.8676667257391975,-9.065427676939057,3.456889551119503,-2.136966057331727,3
-7.900328235246032,0.9255013572854072,-8.579050260273075,9.564550722073255,-5.815023591376919,2.9072541183929284,-3.0067967827516675,0.8494387645691079,2.466585969453215,-5.882374183585389,4
1.9183095792014568,-8.239934635501008,-4.280451093341747,-2.363715691093512,-1.5342880351207242,5.467807983003604,-6.945987598818788,1.4039336858363285,1.5538356196528158,-7.618236200473862,2
-7.611190074005202,0.18488654971498075,-9.6572127396527,8.413436901964587,-5.416276434342754,4.52471794581401,-3.879366591832831,0.018776580833782752,0.00927977114631906,-6.0341351003408175,4
2.178337467342961,-6.763586280018451,-3.957496610892854,-1.5785835866046904,-0.39959717226652164,4.8422096481631645,-3.827962182841144,0.47902223161046575,1.7009511506193435,-8.107066322544474,2
-9.79416954496429,8.651618696699646,6.4720786528926535,-7.301836085298223,-6.854654403000092,-6.6167852963009945,-4.171334893304626,0.25363118677397845,-1.422863827017814,-3.6959756779530974,1
2.9402004366675936,-6.676915469059851,-3.9917033689959327,-4.054780702818603,-1.3622174552147173,6.545300002644286,-7.057744386615308,-2.247080547978581,1.6211853694599239,-9.212749299627584,2
-2.530564917401186,8.267074449050497,2.21563857595516,2.8572150803017817,-6.1427832940588365,-7.16143715039416,-8.771337039411138,7.839462133202803,0.45975437797763297,3.632398878574614,0
-9.447052973996488,7.267630563432686,7.4170600326401726,-5.537821280978189,-5.855232016183398,-2.405672096494997,-5.999268080307834,2.219825282405866,-1.6485471465580408,-3.888088291636152,1
-1.9960918248766675,8.754739450614405,5.3786893171156045,2.5885371679537856,-7.815065893195865,-5.794127477100915,-9.374291201750058,8.131580713779849,2.3895875482655162,5.999635232716031,0
-10.225617861112745,9.85658374679137,4.561825797406367,-6.337835517091676,-6.39455958872889,-7.241593219913157,-4.851661515598842,-0.17265092382412894,-1.068906898831312,-4.362746214445536,1
2.727348383151189,-8.098073494467027,-8.513997565221253,9.43046709714336,11.01997047105041,5.397128159600532,-5.186077245334911,-8.941985680797364,2.3480920299282175,0.13970723255101003,3
-9.201501593394749,10.489177468425853,8.6611232617092,-4.729508240327496,-6.114192060216259,-5.28682132884657,-3.7702673077123543,0.5190316759297128,-1.7125138628714178,-2.612003837207053,1
-0.38775916192652193,-4.66111307824144,-3.626080934401427,-2.523886330208475,0.3029674007598657,8.047173280672897,-5.135777712244402,1.2335018647438525,1.978981401705232,-9.212517498966994,2
-4.103625281847117,8.414911105244549,4.645122535946284,2.020150277705474,-7.329692662630514,-6.257259660928447,-9.905948186018605,7.18114343047741,2.1425958665760745,4.675890389979658,0
3.21277127211684,-7.209367279504567,-3.471249210687218,-4.826493707917628,-0.43161859864942864,5.064933402715242,-4.353214719654275,0.9077761161613277,2.0881491230901466,-8.584681752249823,2
1.0009220984171274,-5.955784426201824,-3.4261064025101557,-2.1343281769097135,-0.16286607448844015,8.097881128442724,-3.8214294617966935,-0.40202657473106274,3.472176370052002,-8.687823555841145,2
